Transaction_date,Price,Product,City
06/01/2015,2116,Product1,Cairo
07/01/2015,2032,Product1,Cairo
08/01/2015,2257,Product1,Cairo
09/01/2015,2530,Product1,Cairo
01/01/2015,2564,Product1,Cairo
11/01/2015,2694,Product1,Cairo
12/01/2015,1805,Product1,Cairo
13/01/2015,2083,Product1,Cairo
14/01/2015,2097,Product1,Cairo
15/01/2015,2300,Product1,Cairo
16/01/2015,2437,Product1,Cairo
17/01/2015,2602,Product1,Cairo
18/01/2015,2672,Product1,Cairo
19/01/2015,1823,Product1,Cairo
02/01/2015,2008,Product1,Cairo
21/01/2015,2089,Product1,Cairo
22/01/2015,2263,Product1,Cairo
23/01/2015,2382,Product1,Cairo
24/01/2015,2620,Product1,Cairo
25/01/2015,2822,Product1,Cairo
26/01/2015,1780,Product1,Cairo
27/01/2015,2061,Product1,Cairo
28/01/2015,2155,Product1,Cairo
29/01/2015,2161,Product1,Cairo
03/01/2015,2405,Product1,Cairo
31/01/2015,2538,Product1,Cairo
01/02/2015,3013,Product1,Cairo
02/02/2015,2046,Product1,Cairo
03/02/2015,2318,Product1,Cairo
04/02/2015,2404,Product1,Cairo
05/02/2015,2486,Product1,Cairo
06/02/2015,2679,Product1,Cairo
07/02/2015,2870,Product1,Cairo
08/02/2015,2988,Product1,Cairo
09/02/2015,1970,Product1,Cairo
01/02/2015,2358,Product1,Cairo
11/02/2015,2364,Product1,Cairo
12/02/2015,2543,Product1,Cairo
13/02/2015,2592,Product1,Cairo
14/02/2015,2790,Product1,Cairo
15/02/2015,2969,Product1,Cairo
16/02/2015,1973,Product1,Cairo
17/02/2015,2387,Product1,Cairo
18/02/2015,2331,Product1,Cairo
19/02/2015,2539,Product1,Cairo
02/02/2015,2880,Product1,Cairo
21/02/2015,2831,Product1,Cairo
22/02/2015,2967,Product1,Cairo
23/02/2015,1983,Product1,Cairo
24/02/2015,2291,Product1,Cairo
25/02/2015,2309,Product1,Cairo
26/02/2015,2495,Product1,Cairo
27/02/2015,2761,Product1,Cairo
28/02/2015,2813,Product1,Cairo
01/03/2015,3576,Product1,Cairo
02/03/2015,2271,Product1,Cairo
03/03/2015,2704,Product1,Cairo
04/03/2015,2806,Product1,Cairo
05/03/2015,3093,Product1,Cairo
06/03/2015,3164,Product1,Cairo
07/03/2015,3482,Product1,Cairo
08/03/2015,3553,Product1,Cairo
09/03/2015,2303,Product1,Cairo
01/03/2015,2796,Product1,Cairo
11/03/2015,2657,Product1,Cairo
12/03/2015,3024,Product1,Cairo
13/03/2015,3239,Product1,Cairo
14/03/2015,3370,Product1,Cairo
15/03/2015,3629,Product1,Cairo
16/03/2015,2421,Product1,Cairo
17/03/2015,2713,Product1,Cairo
18/03/2015,2799,Product1,Cairo
19/03/2015,2890,Product1,Cairo
02/03/2015,3253,Product1,Cairo
21/03/2015,3370,Product1,Cairo
22/03/2015,3602,Product1,Cairo
23/03/2015,2374,Product1,Cairo
24/03/2015,2833,Product1,Cairo
25/03/2015,2687,Product1,Cairo
26/03/2015,2998,Product1,Cairo
27/03/2015,3250,Product1,Cairo
28/03/2015,3331,Product1,Cairo
29/03/2015,3596,Product1,Cairo
03/03/2015,2426,Product1,Cairo
31/03/2015,2794,Product1,Cairo
01/04/2015,3237,Product1,Cairo
02/04/2015,3498,Product1,Cairo
03/04/2015,3735,Product1,Cairo
04/04/2015,3972,Product1,Cairo
05/04/2015,4225,Product1,Cairo
06/04/2015,2803,Product1,Cairo
07/04/2015,3321,Product1,Cairo
08/04/2015,3099,Product1,Cairo
09/04/2015,3514,Product1,Cairo
01/04/2015,3768,Product1,Cairo
11/04/2015,4012,Product1,Cairo
12/04/2015,4265,Product1,Cairo
13/04/2015,2796,Product1,Cairo
14/04/2015,3263,Product1,Cairo
15/04/2015,3296,Product1,Cairo
16/04/2015,3617,Product1,Cairo
17/04/2015,3865,Product1,Cairo
18/04/2015,4040,Product1,Cairo
19/04/2015,4306,Product1,Cairo
02/04/2015,2782,Product1,Cairo
21/04/2015,3205,Product1,Cairo
22/04/2015,3270,Product1,Cairo
23/04/2015,3570,Product1,Cairo
24/04/2015,3660,Product1,Cairo
25/04/2015,3972,Product1,Cairo
26/04/2015,4275,Product1,Cairo
27/04/2015,2769,Product1,Cairo
28/04/2015,3277,Product1,Cairo
29/04/2015,3292,Product1,Cairo
03/04/2015,3462,Product1,Cairo
01/05/2015,4031,Product1,Cairo
02/05/2015,4301,Product1,Cairo
03/05/2015,4393,Product1,Cairo
04/05/2015,2966,Product1,Cairo
05/05/2015,3620,Product1,Cairo
06/05/2015,3539,Product1,Cairo
07/05/2015,3850,Product1,Cairo
08/05/2015,3987,Product1,Cairo
09/05/2015,4248,Product1,Cairo
01/05/2015,4515,Product1,Cairo
11/05/2015,3007,Product1,Cairo
12/05/2015,3427,Product1,Cairo
13/05/2015,3464,Product1,Cairo
14/05/2015,3816,Product1,Cairo
15/05/2015,4035,Product1,Cairo
16/05/2015,4159,Product1,Cairo
17/05/2015,4555,Product1,Cairo
18/05/2015,2923,Product1,Cairo
19/05/2015,3504,Product1,Cairo
02/05/2015,3561,Product1,Cairo
21/05/2015,3798,Product1,Cairo
22/05/2015,3966,Product1,Cairo
23/05/2015,4288,Product1,Cairo
24/05/2015,4488,Product1,Cairo
25/05/2015,2996,Product1,Cairo
26/05/2015,3386,Product1,Cairo
27/05/2015,3549,Product1,Cairo
28/05/2015,3708,Product1,Cairo
29/05/2015,4094,Product1,Cairo
03/05/2015,4117,Product1,Cairo
31/05/2015,4489,Product1,Cairo
01/06/2015,3155,Product1,Cairo
02/06/2015,3770,Product1,Cairo
03/06/2015,3699,Product1,Cairo
04/06/2015,4000,Product1,Cairo
05/06/2015,4313,Product1,Cairo
06/06/2015,4558,Product1,Cairo
07/06/2015,4813,Product1,Cairo
08/06/2015,3188,Product1,Cairo
09/06/2015,3687,Product1,Cairo
01/06/2015,3726,Product1,Cairo
11/06/2015,4046,Product1,Cairo
12/06/2015,4197,Product1,Cairo
13/06/2015,4508,Product1,Cairo
14/06/2015,4854,Product1,Cairo
15/06/2015,3098,Product1,Cairo
16/06/2015,3700,Product1,Cairo
17/06/2015,3747,Product1,Cairo
18/06/2015,3857,Product1,Cairo
19/06/2015,4244,Product1,Cairo
02/06/2015,4615,Product1,Cairo
21/06/2015,4726,Product1,Cairo
22/06/2015,3169,Product1,Cairo
23/06/2015,3657,Product1,Cairo
24/06/2015,3778,Product1,Cairo
25/06/2015,4087,Product1,Cairo
26/06/2015,4268,Product1,Cairo
27/06/2015,4601,Product1,Cairo
28/06/2015,4665,Product1,Cairo
29/06/2015,3173,Product1,Cairo
03/06/2015,3773,Product1,Cairo
01/07/2015,4084,Product1,Cairo
02/07/2015,4409,Product1,Cairo
03/07/2015,4524,Product1,Cairo
04/07/2015,4789,Product1,Cairo
05/07/2015,5062,Product1,Cairo
06/07/2015,3432,Product1,Cairo
07/07/2015,3880,Product1,Cairo
08/07/2015,3968,Product1,Cairo
09/07/2015,4253,Product1,Cairo
01/07/2015,4482,Product1,Cairo
11/07/2015,4678,Product1,Cairo
12/07/2015,5174,Product1,Cairo
13/07/2015,3509,Product1,Cairo
14/07/2015,3897,Product1,Cairo
15/07/2015,4013,Product1,Cairo
16/07/2015,4290,Product1,Cairo
17/07/2015,4587,Product1,Cairo
18/07/2015,4834,Product1,Cairo
19/07/2015,5110,Product1,Cairo
02/07/2015,3420,Product1,Cairo
21/07/2015,3917,Product1,Cairo
22/07/2015,3909,Product1,Cairo
23/07/2015,4244,Product1,Cairo
24/07/2015,4580,Product1,Cairo
25/07/2015,4730,Product1,Cairo
26/07/2015,5030,Product1,Cairo
27/07/2015,3424,Product1,Cairo
28/07/2015,3970,Product1,Cairo
29/07/2015,4008,Product1,Cairo
03/07/2015,4155,Product1,Cairo
31/07/2015,4445,Product1,Cairo
01/08/2015,4234,Product1,Cairo
02/08/2015,4589,Product1,Cairo
03/08/2015,3212,Product1,Cairo
04/08/2015,3377,Product1,Cairo
05/08/2015,3515,Product1,Cairo
06/08/2015,3851,Product1,Cairo
07/08/2015,4053,Product1,Cairo
08/08/2015,4282,Product1,Cairo
09/08/2015,4467,Product1,Cairo
01/08/2015,2992,Product1,Cairo
11/08/2015,3537,Product1,Cairo
12/08/2015,3378,Product1,Cairo
13/08/2015,3744,Product1,Cairo
14/08/2015,3934,Product1,Cairo
15/08/2015,4358,Product1,Cairo
16/08/2015,4486,Product1,Cairo
17/08/2015,3076,Product1,Cairo
18/08/2015,3436,Product1,Cairo
19/08/2015,3465,Product1,Cairo
02/08/2015,3793,Product1,Cairo
21/08/2015,4163,Product1,Cairo
22/08/2015,4202,Product1,Cairo
23/08/2015,4469,Product1,Cairo
24/08/2015,3030,Product1,Cairo
25/08/2015,3403,Product1,Cairo
26/08/2015,3498,Product1,Cairo
27/08/2015,3737,Product1,Cairo
28/08/2015,4042,Product1,Cairo
29/08/2015,4155,Product1,Cairo
03/08/2015,4644,Product1,Cairo
31/08/2015,3104,Product1,Cairo
01/09/2015,3319,Product1,Cairo
02/09/2015,3133,Product1,Cairo
03/09/2015,3505,Product1,Cairo
04/09/2015,3746,Product1,Cairo
05/09/2015,4000,Product1,Cairo
06/09/2015,4342,Product1,Cairo
07/09/2015,2797,Product1,Cairo
08/09/2015,3244,Product1,Cairo
09/09/2015,3253,Product1,Cairo
01/09/2015,3503,Product1,Cairo
11/09/2015,3699,Product1,Cairo
12/09/2015,3980,Product1,Cairo
13/09/2015,4170,Product1,Cairo
14/09/2015,2658,Product1,Cairo
15/09/2015,3257,Product1,Cairo
16/09/2015,3223,Product1,Cairo
17/09/2015,3503,Product1,Cairo
18/09/2015,3684,Product1,Cairo
19/09/2015,3905,Product1,Cairo
02/09/2015,4191,Product1,Cairo
21/09/2015,2846,Product1,Cairo
22/09/2015,3292,Product1,Cairo
23/09/2015,3218,Product1,Cairo
24/09/2015,3505,Product1,Cairo
25/09/2015,3797,Product1,Cairo
26/09/2015,3929,Product1,Cairo
27/09/2015,4223,Product1,Cairo
28/09/2015,2793,Product1,Cairo
29/09/2015,3386,Product1,Cairo
03/09/2015,3322,Product1,Cairo
01/10/2015,3324,Product1,Cairo
02/10/2015,3551,Product1,Cairo
03/10/2015,3712,Product1,Cairo
04/10/2015,3800,Product1,Cairo
05/10/2015,2622,Product1,Cairo
06/10/2015,2961,Product1,Cairo
07/10/2015,3109,Product1,Cairo
08/10/2015,3263,Product1,Cairo
09/10/2015,3376,Product1,Cairo
01/10/2015,3624,Product1,Cairo
11/10/2015,3971,Product1,Cairo
12/10/2015,2662,Product1,Cairo
13/10/2015,3042,Product1,Cairo
14/10/2015,2954,Product1,Cairo
15/10/2015,3154,Product1,Cairo
16/10/2015,3501,Product1,Cairo
17/10/2015,3661,Product1,Cairo
18/10/2015,3864,Product1,Cairo
19/10/2015,2521,Product1,Cairo
02/10/2015,3033,Product1,Cairo
21/10/2015,3055,Product1,Cairo
22/10/2015,3233,Product1,Cairo
23/10/2015,3540,Product1,Cairo
24/10/2015,3626,Product1,Cairo
25/10/2015,3937,Product1,Cairo
26/10/2015,2661,Product1,Cairo
27/10/2015,3007,Product1,Cairo
28/10/2015,3078,Product1,Cairo
29/10/2015,3278,Product1,Cairo
03/10/2015,3477,Product1,Cairo
31/10/2015,3661,Product1,Cairo
01/11/2015,4307,Product1,Cairo
02/11/2015,2846,Product1,Cairo
03/11/2015,3292,Product1,Cairo
04/11/2015,3217,Product1,Cairo
05/11/2015,3581,Product1,Cairo
06/11/2015,3756,Product1,Cairo
07/11/2015,3903,Product1,Cairo
08/11/2015,4177,Product1,Cairo
09/11/2015,2831,Product1,Cairo
01/11/2015,3220,Product1,Cairo
11/11/2015,3317,Product1,Cairo
12/11/2015,3557,Product1,Cairo
13/11/2015,3748,Product1,Cairo
14/11/2015,3897,Product1,Cairo
15/11/2015,4191,Product1,Cairo
16/11/2015,2842,Product1,Cairo
17/11/2015,3233,Product1,Cairo
18/11/2015,3281,Product1,Cairo
19/11/2015,3421,Product1,Cairo
02/11/2015,3668,Product1,Cairo
21/11/2015,4003,Product1,Cairo
22/11/2015,4215,Product1,Cairo
23/11/2015,2734,Product1,Cairo
24/11/2015,3286,Product1,Cairo
25/11/2015,3271,Product1,Cairo
26/11/2015,3534,Product1,Cairo
27/11/2015,3721,Product1,Cairo
28/11/2015,3943,Product1,Cairo
29/11/2015,4185,Product1,Cairo
03/11/2015,2808,Product1,Cairo
01/12/2015,2293,Product1,Cairo
02/12/2015,2435,Product1,Cairo
03/12/2015,2521,Product1,Cairo
04/12/2015,2663,Product1,Cairo
05/12/2015,2986,Product1,Cairo
06/12/2015,3034,Product1,Cairo
07/12/2015,1979,Product1,Cairo
08/12/2015,2401,Product1,Cairo
09/12/2015,2324,Product1,Cairo
01/12/2015,2487,Product1,Cairo
11/12/2015,2668,Product1,Cairo
12/12/2015,2906,Product1,Cairo
13/12/2015,2993,Product1,Cairo
14/12/2015,2043,Product1,Cairo
15/12/2015,2313,Product1,Cairo
16/12/2015,2382,Product1,Cairo
17/12/2015,2487,Product1,Cairo
18/12/2015,2657,Product1,Cairo
19/12/2015,2696,Product1,Cairo
02/12/2015,3006,Product1,Cairo
21/12/2015,2030,Product1,Cairo
22/12/2015,2340,Product1,Cairo
23/12/2015,2323,Product1,Cairo
24/12/2015,2529,Product1,Cairo
25/12/2015,2580,Product1,Cairo
26/12/2015,2841,Product1,Cairo
27/12/2015,2968,Product1,Cairo
28/12/2015,1965,Product1,Cairo
29/12/2015,2366,Product1,Cairo
03/12/2015,2355,Product1,Cairo
31/12/2015,2463,Product1,Cairo
01/01/2016,2630,Product1,Cairo
02/01/2016,2703,Product1,Cairo
03/01/2016,2923,Product1,Cairo
04/01/2016,1940,Product1,Cairo
05/01/2016,2365,Product1,Cairo
06/01/2016,2226,Product1,Cairo
07/01/2016,2431,Product1,Cairo
08/01/2016,2593,Product1,Cairo
09/01/2016,2846,Product1,Cairo
01/01/2016,2960,Product1,Cairo
11/01/2016,1965,Product1,Cairo
12/01/2016,2259,Product1,Cairo
13/01/2016,2206,Product1,Cairo
14/01/2016,2412,Product1,Cairo
15/01/2016,2676,Product1,Cairo
16/01/2016,2841,Product1,Cairo
17/01/2016,2931,Product1,Cairo
18/01/2016,1945,Product1,Cairo
19/01/2016,2290,Product1,Cairo
02/01/2016,2253,Product1,Cairo
21/01/2016,2474,Product1,Cairo
22/01/2016,2616,Product1,Cairo
23/01/2016,2751,Product1,Cairo
24/01/2016,2921,Product1,Cairo
25/01/2016,2000,Product1,Cairo
26/01/2016,2192,Product1,Cairo
27/01/2016,2344,Product1,Cairo
28/01/2016,2421,Product1,Cairo
29/01/2016,2616,Product1,Cairo
03/01/2016,2722,Product1,Cairo
31/01/2016,2940,Product1,Cairo
01/02/2016,2103,Product1,Cairo
02/02/2016,2536,Product1,Cairo
03/02/2016,2595,Product1,Cairo
04/02/2016,2701,Product1,Cairo
05/02/2016,2904,Product1,Cairo
06/02/2016,3037,Product1,Cairo
07/02/2016,3132,Product1,Cairo
08/02/2016,2130,Product1,Cairo
09/02/2016,2573,Product1,Cairo
01/02/2016,2512,Product1,Cairo
11/02/2016,2693,Product1,Cairo
12/02/2016,2900,Product1,Cairo
13/02/2016,3069,Product1,Cairo
14/02/2016,3250,Product1,Cairo
15/02/2016,2138,Product1,Cairo
16/02/2016,2597,Product1,Cairo
17/02/2016,2543,Product1,Cairo
18/02/2016,2743,Product1,Cairo
19/02/2016,2935,Product1,Cairo
02/02/2016,3107,Product1,Cairo
21/02/2016,3185,Product1,Cairo
22/02/2016,2250,Product1,Cairo
23/02/2016,2518,Product1,Cairo
24/02/2016,2485,Product1,Cairo
25/02/2016,2805,Product1,Cairo
26/02/2016,2942,Product1,Cairo
27/02/2016,3116,Product1,Cairo
28/02/2016,3217,Product1,Cairo
29/02/2016,2135,Product1,Cairo
01/03/2016,3069,Product1,Cairo
02/03/2016,2955,Product1,Cairo
03/03/2016,3228,Product1,Cairo
04/03/2016,3443,Product1,Cairo
05/03/2016,3749,Product1,Cairo
06/03/2016,3978,Product1,Cairo
07/03/2016,2559,Product1,Cairo
08/03/2016,3069,Product1,Cairo
09/03/2016,3020,Product1,Cairo
01/03/2016,3211,Product1,Cairo
11/03/2016,3557,Product1,Cairo
12/03/2016,3745,Product1,Cairo
13/03/2016,3952,Product1,Cairo
14/03/2016,2603,Product1,Cairo
15/03/2016,3079,Product1,Cairo
16/03/2016,2956,Product1,Cairo
17/03/2016,3333,Product1,Cairo
18/03/2016,3541,Product1,Cairo
19/03/2016,3675,Product1,Cairo
02/03/2016,3837,Product1,Cairo
21/03/2016,2658,Product1,Cairo
22/03/2016,3179,Product1,Cairo
23/03/2016,2938,Product1,Cairo
24/03/2016,3210,Product1,Cairo
25/03/2016,3467,Product1,Cairo
26/03/2016,3688,Product1,Cairo
27/03/2016,3901,Product1,Cairo
28/03/2016,2687,Product1,Cairo
29/03/2016,3072,Product1,Cairo
03/03/2016,2993,Product1,Cairo
31/03/2016,3243,Product1,Cairo
01/04/2016,4125,Product1,Cairo
02/04/2016,4280,Product1,Cairo
03/04/2016,4636,Product1,Cairo
04/04/2016,2963,Product1,Cairo
05/04/2016,3564,Product1,Cairo
06/04/2016,3656,Product1,Cairo
07/04/2016,3776,Product1,Cairo
08/04/2016,3965,Product1,Cairo
09/04/2016,4279,Product1,Cairo
01/04/2016,4537,Product1,Cairo
11/04/2016,3004,Product1,Cairo
12/04/2016,3463,Product1,Cairo
13/04/2016,3578,Product1,Cairo
14/04/2016,3724,Product1,Cairo
15/04/2016,3953,Product1,Cairo
16/04/2016,4176,Product1,Cairo
17/04/2016,4646,Product1,Cairo
18/04/2016,3075,Product1,Cairo
19/04/2016,3542,Product1,Cairo
02/04/2016,3481,Product1,Cairo
21/04/2016,3702,Product1,Cairo
22/04/2016,4086,Product1,Cairo
23/04/2016,4283,Product1,Cairo
24/04/2016,4559,Product1,Cairo
25/04/2016,3136,Product1,Cairo
26/04/2016,3537,Product1,Cairo
27/04/2016,3469,Product1,Cairo
28/04/2016,3916,Product1,Cairo
29/04/2016,4035,Product1,Cairo
03/04/2016,4408,Product1,Cairo
01/05/2016,4845,Product1,Cairo
02/05/2016,3255,Product1,Cairo
03/05/2016,3839,Product1,Cairo
04/05/2016,3810,Product1,Cairo
05/05/2016,4105,Product1,Cairo
06/05/2016,4397,Product1,Cairo
07/05/2016,4676,Product1,Cairo
08/05/2016,4858,Product1,Cairo
09/05/2016,3287,Product1,Cairo
01/05/2016,3788,Product1,Cairo
11/05/2016,3807,Product1,Cairo
12/05/2016,4022,Product1,Cairo
13/05/2016,4277,Product1,Cairo
14/05/2016,4561,Product1,Cairo
15/05/2016,4703,Product1,Cairo
16/05/2016,3305,Product1,Cairo
17/05/2016,3735,Product1,Cairo
18/05/2016,3770,Product1,Cairo
19/05/2016,4013,Product1,Cairo
02/05/2016,4492,Product1,Cairo
21/05/2016,4663,Product1,Cairo
22/05/2016,4738,Product1,Cairo
23/05/2016,3272,Product1,Cairo
24/05/2016,3750,Product1,Cairo
25/05/2016,3784,Product1,Cairo
26/05/2016,4012,Product1,Cairo
27/05/2016,4194,Product1,Cairo
28/05/2016,4473,Product1,Cairo
29/05/2016,5051,Product1,Cairo
03/05/2016,3241,Product1,Cairo
31/05/2016,3880,Product1,Cairo
01/06/2016,3988,Product1,Cairo
02/06/2016,4351,Product1,Cairo
03/06/2016,4620,Product1,Cairo
04/06/2016,4913,Product1,Cairo
05/06/2016,5429,Product1,Cairo
06/06/2016,3481,Product1,Cairo
07/06/2016,4069,Product1,Cairo
08/06/2016,3952,Product1,Cairo
09/06/2016,4377,Product1,Cairo
01/06/2016,4558,Product1,Cairo
11/06/2016,4952,Product1,Cairo
12/06/2016,5153,Product1,Cairo
13/06/2016,3483,Product1,Cairo
14/06/2016,4022,Product1,Cairo
15/06/2016,4124,Product1,Cairo
16/06/2016,4412,Product1,Cairo
17/06/2016,4745,Product1,Cairo
18/06/2016,4690,Product1,Cairo
19/06/2016,5182,Product1,Cairo
02/06/2016,3486,Product1,Cairo
21/06/2016,4182,Product1,Cairo
22/06/2016,4202,Product1,Cairo
23/06/2016,4403,Product1,Cairo
24/06/2016,4658,Product1,Cairo
25/06/2016,4927,Product1,Cairo
26/06/2016,5368,Product1,Cairo
27/06/2016,3542,Product1,Cairo
28/06/2016,4044,Product1,Cairo
29/06/2016,3883,Product1,Cairo
03/06/2016,4339,Product1,Cairo
01/07/2016,5025,Product1,Cairo
02/07/2016,5247,Product1,Cairo
03/07/2016,5605,Product1,Cairo
04/07/2016,3643,Product1,Cairo
05/07/2016,4326,Product1,Cairo
06/07/2016,4298,Product1,Cairo
07/07/2016,4602,Product1,Cairo
08/07/2016,4908,Product1,Cairo
09/07/2016,5258,Product1,Cairo
01/07/2016,5589,Product1,Cairo
11/07/2016,3643,Product1,Cairo
12/07/2016,4254,Product1,Cairo
13/07/2016,4396,Product1,Cairo
14/07/2016,4652,Product1,Cairo
15/07/2016,4828,Product1,Cairo
16/07/2016,5285,Product1,Cairo
17/07/2016,5593,Product1,Cairo
18/07/2016,3679,Product1,Cairo
19/07/2016,4242,Product1,Cairo
02/07/2016,4390,Product1,Cairo
21/07/2016,4664,Product1,Cairo
22/07/2016,5043,Product1,Cairo
23/07/2016,5117,Product1,Cairo
24/07/2016,5415,Product1,Cairo
25/07/2016,3644,Product1,Cairo
26/07/2016,4305,Product1,Cairo
27/07/2016,4293,Product1,Cairo
28/07/2016,4673,Product1,Cairo
29/07/2016,4904,Product1,Cairo
03/07/2016,5225,Product1,Cairo
31/07/2016,5647,Product1,Cairo
01/08/2016,3283,Product1,Cairo
02/08/2016,3890,Product1,Cairo
03/08/2016,3878,Product1,Cairo
04/08/2016,4001,Product1,Cairo
05/08/2016,4370,Product1,Cairo
06/08/2016,4871,Product1,Cairo
07/08/2016,4854,Product1,Cairo
08/08/2016,3244,Product1,Cairo
09/08/2016,3805,Product1,Cairo
01/08/2016,3812,Product1,Cairo
11/08/2016,3981,Product1,Cairo
12/08/2016,4322,Product1,Cairo
13/08/2016,4621,Product1,Cairo
14/08/2016,4910,Product1,Cairo
15/08/2016,3305,Product1,Cairo
16/08/2016,3779,Product1,Cairo
17/08/2016,3714,Product1,Cairo
18/08/2016,4022,Product1,Cairo
19/08/2016,4414,Product1,Cairo
02/08/2016,4503,Product1,Cairo
21/08/2016,4884,Product1,Cairo
22/08/2016,3244,Product1,Cairo
23/08/2016,3801,Product1,Cairo
24/08/2016,3840,Product1,Cairo
25/08/2016,4072,Product1,Cairo
26/08/2016,4350,Product1,Cairo
27/08/2016,4591,Product1,Cairo
28/08/2016,4839,Product1,Cairo
29/08/2016,3273,Product1,Cairo
03/08/2016,3658,Product1,Cairo
31/08/2016,3854,Product1,Cairo
01/09/2016,3933,Product1,Cairo
02/09/2016,4021,Product1,Cairo
03/09/2016,4226,Product1,Cairo
04/09/2016,4623,Product1,Cairo
05/09/2016,2963,Product1,Cairo
06/09/2016,3491,Product1,Cairo
07/09/2016,3407,Product1,Cairo
08/09/2016,3790,Product1,Cairo
09/09/2016,4144,Product1,Cairo
01/09/2016,4294,Product1,Cairo
11/09/2016,4535,Product1,Cairo
12/09/2016,2948,Product1,Cairo
13/09/2016,3561,Product1,Cairo
14/09/2016,3457,Product1,Cairo
15/09/2016,3785,Product1,Cairo
16/09/2016,4145,Product1,Cairo
17/09/2016,4307,Product1,Cairo
18/09/2016,4644,Product1,Cairo
19/09/2016,3086,Product1,Cairo
02/09/2016,3489,Product1,Cairo
21/09/2016,3443,Product1,Cairo
22/09/2016,3733,Product1,Cairo
23/09/2016,4117,Product1,Cairo
24/09/2016,4294,Product1,Cairo
25/09/2016,4528,Product1,Cairo
26/09/2016,3042,Product1,Cairo
27/09/2016,3529,Product1,Cairo
28/09/2016,3606,Product1,Cairo
29/09/2016,3801,Product1,Cairo
03/09/2016,4076,Product1,Cairo
01/10/2016,3875,Product1,Cairo
02/10/2016,4127,Product1,Cairo
03/10/2016,2909,Product1,Cairo
04/10/2016,3296,Product1,Cairo
05/10/2016,3296,Product1,Cairo
06/10/2016,3466,Product1,Cairo
07/10/2016,3774,Product1,Cairo
08/10/2016,3999,Product1,Cairo
09/10/2016,4254,Product1,Cairo
01/10/2016,2744,Product1,Cairo
11/10/2016,3304,Product1,Cairo
12/10/2016,3311,Product1,Cairo
13/10/2016,3526,Product1,Cairo
14/10/2016,3748,Product1,Cairo
15/10/2016,4130,Product1,Cairo
16/10/2016,4316,Product1,Cairo
17/10/2016,2711,Product1,Cairo
18/10/2016,3282,Product1,Cairo
19/10/2016,3309,Product1,Cairo
02/10/2016,3530,Product1,Cairo
21/10/2016,3765,Product1,Cairo
22/10/2016,3994,Product1,Cairo
23/10/2016,4289,Product1,Cairo
24/10/2016,2800,Product1,Cairo
25/10/2016,3382,Product1,Cairo
26/10/2016,3205,Product1,Cairo
27/10/2016,3602,Product1,Cairo
28/10/2016,3849,Product1,Cairo
29/10/2016,4033,Product1,Cairo
03/10/2016,4091,Product1,Cairo
31/10/2016,2836,Product1,Cairo
01/11/2016,3497,Product1,Cairo
02/11/2016,3525,Product1,Cairo
03/11/2016,3848,Product1,Cairo
04/11/2016,4082,Product1,Cairo
05/11/2016,4337,Product1,Cairo
06/11/2016,4626,Product1,Cairo
07/11/2016,3026,Product1,Cairo
08/11/2016,3546,Product1,Cairo
09/11/2016,3679,Product1,Cairo
01/11/2016,3720,Product1,Cairo
11/11/2016,4106,Product1,Cairo
12/11/2016,4221,Product1,Cairo
13/11/2016,4605,Product1,Cairo
14/11/2016,3026,Product1,Cairo
15/11/2016,3458,Product1,Cairo
16/11/2016,3551,Product1,Cairo
17/11/2016,3763,Product1,Cairo
18/11/2016,4131,Product1,Cairo
19/11/2016,4306,Product1,Cairo
02/11/2016,4674,Product1,Cairo
21/11/2016,3008,Product1,Cairo
22/11/2016,3528,Product1,Cairo
23/11/2016,3514,Product1,Cairo
24/11/2016,3778,Product1,Cairo
25/11/2016,4062,Product1,Cairo
26/11/2016,4314,Product1,Cairo
27/11/2016,4547,Product1,Cairo
28/11/2016,3067,Product1,Cairo
29/11/2016,3584,Product1,Cairo
03/11/2016,3576,Product1,Cairo
01/12/2016,2743,Product1,Cairo
02/12/2016,2830,Product1,Cairo
03/12/2016,3147,Product1,Cairo
04/12/2016,3248,Product1,Cairo
05/12/2016,2193,Product1,Cairo
06/12/2016,2452,Product1,Cairo
07/12/2016,2480,Product1,Cairo
08/12/2016,2792,Product1,Cairo
09/12/2016,2841,Product1,Cairo
01/12/2016,3130,Product1,Cairo
11/12/2016,3194,Product1,Cairo
12/12/2016,2188,Product1,Cairo
13/12/2016,2549,Product1,Cairo
14/12/2016,2526,Product1,Cairo
15/12/2016,2732,Product1,Cairo
16/12/2016,2913,Product1,Cairo
17/12/2016,3055,Product1,Cairo
18/12/2016,3270,Product1,Cairo
19/12/2016,2215,Product1,Cairo
02/12/2016,2540,Product1,Cairo
21/12/2016,2445,Product1,Cairo
22/12/2016,2739,Product1,Cairo
23/12/2016,2815,Product1,Cairo
24/12/2016,3140,Product1,Cairo
25/12/2016,3194,Product1,Cairo
26/12/2016,2075,Product1,Cairo
27/12/2016,2462,Product1,Cairo
28/12/2016,2491,Product1,Cairo
29/12/2016,2801,Product1,Cairo
03/12/2016,2847,Product1,Cairo
31/12/2016,3092,Product1,Cairo
01/01/2017,3044,Product1,Cairo
02/01/2017,1967,Product1,Cairo
03/01/2017,2481,Product1,Cairo
04/01/2017,2348,Product1,Cairo
05/01/2017,2648,Product1,Cairo
06/01/2017,2677,Product1,Cairo
07/01/2017,2861,Product1,Cairo
08/01/2017,2988,Product1,Cairo
09/01/2017,2018,Product1,Cairo
01/01/2017,2471,Product1,Cairo
